row_id,project_mode,app_type,monthly_users,expected_concurrent_users,requests_per_user_min,estimated_rps,peak_rps,budget_usd,storage_gb,performance_score,performance_available,cdn_present,database_intensity,api_intensity,realtime_required,realtime_connections,background_jobs,media_heavy,growth_rate,operational_skill,availability_level,high_availability,traffic_pattern,multi_region_required,autoscaling_required,managed_database_preferred,recommended_vcpu,recommended_ram_gb
WH-00492,NEW_IDEA,SAAS,298788,2353,15.65,613.74,2197.19,743.17,257.2,,0,0,MEDIUM,HIGH,1,1553,0,1,MEDIUM,BEGINNER,99.95,1,EVENT_DRIVEN,1,0,0,32,64
WH-00493,LIVE_URL,ECOMMERCE,184465,463,15.83,122.15,149.03,104.91,278.3,92.5,1,0,VERY_HIGH,VERY_HIGH,0,0,0,0,RAPID,ADVANCED,99.95,1,NORMAL,0,0,1,16,32
WH-00494,LIVE_URL,API_SERVICE,60485,81,21.21,28.63,38.37,8.0,44.1,81.0,1,0,LOW,VERY_HIGH,0,0,1,0,SLOW,BEGINNER,99.95,1,NORMAL,0,1,0,4,4
WH-00495,LIVE_URL,PORTFOLIO,1301,3,3.57,0.18,0.26,24.57,61.5,97.0,1,0,LOW,LOW,0,0,0,0,STABLE,BEGINNER,99.99,1,BUSINESS_HOURS,0,0,0,2,4
WH-00496,LIVE_URL,ECOMMERCE,781697,131,13.17,28.75,55.5,69.77,693.5,45.3,1,1,HIGH,HIGH,1,28,1,1,STABLE,INTERMEDIATE,99.9,0,EVENING,0,0,1,4,8
WH-00497,LIVE_URL,BLOG,28999,57,2.57,2.44,4.17,8.0,15.0,80.8,1,0,LOW,LOW,0,0,0,0,RAPID,BEGINNER,99.95,1,BUSINESS_HOURS,0,0,0,2,4
WH-00498,LIVE_URL,EDUCATION,30665,206,5.97,20.5,54.11,16.25,13.8,97.9,1,0,LOW,HIGH,0,0,0,0,STABLE,INTERMEDIATE,99.9,0,SEASONAL,0,0,0,2,4
WH-00499,NEW_IDEA,ECOMMERCE,464085,51,8.66,7.36,12.15,23.84,139.2,,0,0,HIGH,HIGH,0,0,0,1,MEDIUM,BEGINNER,BASIC,0,WEEKEND,0,0,0,1,8
WH-00500,LIVE_URL,BLOG,16000,16,4.88,1.3,2.85,15.22,34.5,,0,1,LOW,LOW,0,0,0,1,MEDIUM,INTERMEDIATE,BASIC,0,WEEKEND,0,0,0,2,4
WH-00501,LIVE_URL,CORPORATE,37459,74,5.36,6.61,9.06,10.09,60.6,83.4,1,0,LOW,LOW,0,0,1,0,RAPID,INTERMEDIATE,99.5,0,NORMAL,0,0,1,1,4
WH-00502,LIVE_URL,ECOMMERCE,151099,57,16.15,15.34,22.09,10.04,11.3,95.8,1,1,MEDIUM,VERY_HIGH,0,0,0,0,RAPID,INTERMEDIATE,BASIC,0,WEEKEND,0,0,0,2,4
WH-00503,PLANNED,SAAS,245866,2517,9.66,405.24,1146.82,136.98,171.8,,0,1,HIGH,HIGH,0,0,1,0,MEDIUM,ADVANCED,99.9,0,EVENT_DRIVEN,0,0,0,32,64
WH-00504,LIVE_URL,API_SERVICE,1362828,6447,11.08,1190.55,2476.34,238.69,69.6,74.0,1,0,MEDIUM,VERY_HIGH,0,0,0,0,STABLE,ADVANCED,99.9,0,EVENING,0,0,1,32,64
WH-00505,PLANNED,MARKETPLACE,586069,3787,7.44,469.59,1746.87,331.42,127.8,,0,0,HIGH,HIGH,0,0,1,0,STABLE,ADVANCED,99.95,1,EVENT_DRIVEN,0,0,0,32,64
WH-00506,LIVE_URL,SAAS,1149002,3524,11.65,684.24,1703.77,123.83,12.2,69.6,1,1,MEDIUM,MEDIUM,0,0,0,0,STABLE,ADVANCED,99.99,1,SEASONAL,0,1,0,32,64
WH-00507,NEW_IDEA,SAAS,426526,33,20.66,11.36,21.02,8.0,40.4,,0,0,HIGH,HIGH,0,0,1,0,RAPID,BEGINNER,99.9,0,BUSINESS_HOURS,0,1,1,2,8
WH-00508,PLANNED,SAAS,179153,3166,20.59,1086.47,2009.96,215.91,273.1,,0,0,VERY_HIGH,HIGH,0,0,0,0,MEDIUM,INTERMEDIATE,99.9,0,BUSINESS_HOURS,0,1,0,32,64
WH-00509,NEW_IDEA,API_SERVICE,800896,1124,28.56,535.02,866.74,230.53,60.1,,0,0,MEDIUM,VERY_HIGH,1,554,1,1,MEDIUM,ADVANCED,99.95,1,BUSINESS_HOURS,0,0,0,32,64
WH-00510,PLANNED,COMMUNITY,49520,598,4.64,46.25,61.97,15.65,34.6,,0,1,MEDIUM,MEDIUM,0,0,0,0,RAPID,ADVANCED,99.5,0,NORMAL,0,0,1,2,8
WH-00511,LIVE_URL,MARKETPLACE,226297,1873,18.21,568.46,1074.38,364.88,49.1,58.3,1,1,HIGH,HIGH,1,459,0,0,MEDIUM,INTERMEDIATE,99.95,1,BUSINESS_HOURS,1,0,0,32,64
WH-00512,PLANNED,INTERNAL_BUSINESS,1320,17,7.89,2.24,5.01,24.93,31.6,,0,1,MEDIUM,LOW,0,0,1,0,SLOW,BEGINNER,99.9,0,SEASONAL,0,0,0,2,4
WH-00513,PLANNED,SAAS,470356,460,15.59,119.52,162.55,51.07,39.3,,0,1,HIGH,HIGH,1,322,0,0,RAPID,BEGINNER,99.9,0,WEEKEND,0,0,1,8,16
WH-00514,NEW_IDEA,EDUCATION,408148,244,9.0,36.6,47.95,29.41,16.3,,0,0,MEDIUM,MEDIUM,0,0,0,0,MEDIUM,INTERMEDIATE,99.9,0,WEEKEND,0,0,0,2,8
WH-00515,LIVE_URL,MARKETPLACE,18959,292,14.51,70.62,96.74,24.28,88.0,86.7,1,1,VERY_HIGH,VERY_HIGH,0,0,0,0,MEDIUM,INTERMEDIATE,99.5,0,NORMAL,0,1,1,8,16
WH-00516,NEW_IDEA,SAAS,155827,108,5.94,10.69,12.62,12.82,27.7,,0,0,MEDIUM,HIGH,0,0,0,0,MEDIUM,BEGINNER,99.9,0,NORMAL,0,0,0,1,4
WH-00517,NEW_IDEA,ECOMMERCE,45585,32,15.23,8.12,28.27,44.39,73.0,,0,0,HIGH,HIGH,0,0,0,0,STABLE,BEGINNER,99.95,1,EVENT_DRIVEN,0,0,1,2,8
WH-00518,PLANNED,SAAS,1313102,290,5.36,25.91,89.12,46.23,413.2,,0,0,VERY_HIGH,HIGH,0,0,1,0,MEDIUM,BEGINNER,99.95,1,SEASONAL,0,0,1,8,16
WH-00519,LIVE_URL,SAAS,239981,2173,15.87,574.76,1844.97,167.86,147.5,30.3,1,1,VERY_HIGH,HIGH,1,1080,1,1,SLOW,ADVANCED,99.99,1,EVENT_DRIVEN,0,0,0,32,64
WH-00520,LIVE_URL,MEDIA_STREAMING,775902,893,6.08,90.49,156.55,115.41,80.4,68.9,1,1,MEDIUM,MEDIUM,0,0,0,1,MEDIUM,INTERMEDIATE,99.95,1,BUSINESS_HOURS,0,0,0,8,16
WH-00521,PLANNED,API_SERVICE,47431,1328,11.97,264.94,548.42,70.71,83.4,,0,1,HIGH,VERY_HIGH,0,0,1,0,STABLE,INTERMEDIATE,99.5,0,EVENING,0,0,0,32,64
WH-00522,LIVE_URL,BLOG,53340,12,4.18,0.84,1.2,22.74,94.9,77.5,1,0,LOW,LOW,0,0,0,1,STABLE,BEGINNER,99.9,0,NORMAL,0,0,1,1,4
WH-00523,LIVE_URL,API_SERVICE,411194,2159,31.81,1144.63,1842.85,267.06,22.8,83.6,1,1,MEDIUM,HIGH,0,0,0,0,MEDIUM,INTERMEDIATE,BASIC,0,EVENING,1,0,0,32,64
WH-00524,LIVE_URL,COMMUNITY,304086,326,14.25,77.42,203.63,41.57,23.7,99.0,1,1,LOW,LOW,1,126,0,0,MEDIUM,INTERMEDIATE,BASIC,0,SEASONAL,0,0,0,8,8
WH-00525,PLANNED,SAAS,138636,106,17.84,31.52,66.5,9.44,105.8,,0,0,HIGH,HIGH,0,0,1,1,MEDIUM,ADVANCED,99.9,0,WEEKEND,0,0,1,4,8
WH-00526,NEW_IDEA,SAAS,15966,239,16.38,65.25,249.24,138.54,1611.9,,0,1,VERY_HIGH,HIGH,1,93,1,1,STABLE,BEGINNER,99.5,0,EVENT_DRIVEN,0,0,0,32,64
WH-00527,PLANNED,API_SERVICE,1250359,4893,16.51,1346.39,2342.72,591.67,32.7,,0,0,MEDIUM,HIGH,0,0,1,0,MEDIUM,BEGINNER,99.9,0,BUSINESS_HOURS,0,0,0,32,64
WH-00528,LIVE_URL,SAAS,218150,1222,8.64,175.97,343.14,95.06,71.1,72.2,1,0,HIGH,MEDIUM,1,649,0,0,STABLE,BEGINNER,99.95,1,EVENING,0,0,0,32,64
WH-00529,LIVE_URL,CORPORATE,43560,156,4.73,12.3,14.27,17.3,38.4,71.4,1,0,LOW,LOW,0,0,0,0,MEDIUM,INTERMEDIATE,BASIC,0,NORMAL,0,0,0,1,4
WH-00530,LIVE_URL,BLOG,2816,17,3.8,1.08,1.83,38.87,37.5,74.2,1,1,LOW,LOW,0,0,0,0,MEDIUM,BEGINNER,99.99,1,EVENING,0,1,0,4,4
WH-00531,NEW_IDEA,CORPORATE,57940,48,3.64,2.91,6.55,8.0,28.4,,0,0,LOW,LOW,0,0,0,0,MEDIUM,BEGINNER,99.5,0,SEASONAL,0,0,0,2,4
WH-00532,LIVE_URL,SAAS,1079640,25,8.41,3.5,10.41,20.43,49.0,46.2,1,0,HIGH,MEDIUM,0,0,0,0,STABLE,INTERMEDIATE,99.9,0,EVENT_DRIVEN,0,0,1,1,8
WH-00533,PLANNED,SAAS,1080303,7390,17.1,2106.15,3348.78,246.38,13.4,,0,1,MEDIUM,HIGH,0,0,0,0,RAPID,BEGINNER,99.9,0,EVENING,0,0,0,32,64
WH-00534,PLANNED,NEWS,42963,71,3.21,3.8,8.28,54.15,10.0,,0,0,LOW,MEDIUM,0,0,0,0,MEDIUM,INTERMEDIATE,99.9,0,EVENT_DRIVEN,0,0,1,2,4
WH-00535,PLANNED,API_SERVICE,1380220,1156,20.99,404.41,736.02,58.65,46.6,,0,0,MEDIUM,HIGH,0,0,1,0,MEDIUM,INTERMEDIATE,99.5,0,BUSINESS_HOURS,0,0,0,32,64
WH-00536,PLANNED,SAAS,425431,245,19.39,79.18,188.44,139.42,108.2,,0,1,HIGH,HIGH,0,0,1,0,MEDIUM,BEGINNER,99.9,0,EVENT_DRIVEN,0,0,1,16,32
WH-00537,LIVE_URL,SAAS,1157570,7428,13.31,1647.78,4317.18,607.9,206.5,61.4,1,0,VERY_HIGH,HIGH,0,0,1,0,MEDIUM,INTERMEDIATE,99.5,0,EVENT_DRIVEN,0,0,0,32,64
WH-00538,PLANNED,INTERNAL_BUSINESS,7850,102,6.59,11.2,17.48,58.65,45.8,,0,0,MEDIUM,MEDIUM,0,0,1,0,RAPID,BEGINNER,99.99,1,BUSINESS_HOURS,0,0,0,2,8
WH-00539,LIVE_URL,SAAS,518364,4882,16.89,1374.28,3188.34,581.37,38.1,73.8,1,0,VERY_HIGH,MEDIUM,0,0,1,0,MEDIUM,ADVANCED,99.9,0,SEASONAL,0,1,0,32,64
WH-00540,NEW_IDEA,SAAS,96452,2365,22.04,868.74,1485.55,751.84,110.7,,0,0,HIGH,HIGH,0,0,1,0,MEDIUM,ADVANCED,99.95,1,BUSINESS_HOURS,0,1,0,32,64
WH-00541,NEW_IDEA,PORTFOLIO,1882,9,2.42,0.36,0.48,32.26,11.9,,0,0,LOW,LOW,0,0,0,0,STABLE,ADVANCED,99.5,0,NORMAL,0,0,0,2,4
WH-00542,LIVE_URL,PORTFOLIO,16028,7,2.66,0.31,0.69,8.0,66.9,68.6,1,1,LOW,LOW,0,0,1,0,RAPID,INTERMEDIATE,BASIC,0,SEASONAL,0,0,0,2,4
WH-00543,LIVE_URL,ECOMMERCE,184587,1524,16.29,413.77,550.31,128.08,47.2,88.5,1,1,HIGH,VERY_HIGH,0,0,0,0,MEDIUM,ADVANCED,99.9,0,NORMAL,0,0,1,32,64
WH-00544,NEW_IDEA,ECOMMERCE,483769,993,9.93,164.34,226.79,31.56,28.7,,0,1,HIGH,HIGH,0,0,0,0,RAPID,INTERMEDIATE,99.99,1,BUSINESS_HOURS,0,0,0,16,32
WH-00545,LIVE_URL,MARKETPLACE,185760,53,12.41,10.96,17.98,17.81,222.6,87.5,1,0,HIGH,HIGH,1,40,1,0,MEDIUM,BEGINNER,99.9,0,EVENING,0,0,1,2,8
WH-00546,PLANNED,BLOG,43286,6,3.58,0.36,0.58,11.07,19.3,,0,1,LOW,LOW,0,0,0,0,STABLE,BEGINNER,99.5,0,BUSINESS_HOURS,1,0,0,2,4
WH-00547,NEW_IDEA,BLOG,45273,13,3.18,0.69,1.07,15.34,67.7,,0,1,LOW,LOW,0,0,0,0,MEDIUM,INTERMEDIATE,99.9,0,EVENING,0,0,0,1,4
WH-00548,PLANNED,API_SERVICE,58227,1035,17.13,295.49,593.94,136.53,22.2,,0,0,MEDIUM,VERY_HIGH,0,0,0,0,MEDIUM,INTERMEDIATE,99.9,0,EVENING,0,0,0,32,64
WH-00549,PLANNED,CORPORATE,4337,23,3.51,1.35,4.17,14.86,10.0,,0,1,LOW,MEDIUM,0,0,1,0,MEDIUM,INTERMEDIATE,99.5,0,EVENT_DRIVEN,0,0,1,2,4
WH-00550,LIVE_URL,BLOG,3668,35,4.13,2.41,3.32,34.94,13.0,56.9,1,0,LOW,LOW,0,0,1,0,MEDIUM,BEGINNER,99.95,1,BUSINESS_HOURS,0,0,0,2,4
WH-00551,LIVE_URL,EDUCATION,32226,793,6.4,84.59,124.34,34.04,180.5,56.6,1,0,LOW,MEDIUM,0,0,0,1,MEDIUM,BEGINNER,99.9,0,NORMAL,0,0,0,4,8
WH-00552,LIVE_URL,SAAS,1571488,6073,13.24,1340.11,2385.39,312.43,160.4,70.5,1,0,HIGH,VERY_HIGH,0,0,1,0,MEDIUM,ADVANCED,99.9,0,EVENING,0,0,0,32,64
WH-00553,LIVE_URL,PORTFOLIO,7891,10,3.27,0.55,0.98,14.99,12.6,77.4,1,0,LOW,LOW,0,0,0,0,STABLE,BEGINNER,BASIC,0,BUSINESS_HOURS,0,0,0,2,4
WH-00554,LIVE_URL,MARKETPLACE,675969,652,12.24,133.01,186.21,35.03,72.8,90.1,1,0,MEDIUM,VERY_HIGH,0,0,0,0,SLOW,ADVANCED,99.9,0,BUSINESS_HOURS,0,0,0,16,32
WH-00555,LIVE_URL,API_SERVICE,17830,88,28.54,41.86,85.81,30.66,13.9,54.7,1,1,MEDIUM,HIGH,1,52,1,0,SLOW,BEGINNER,99.95,1,EVENT_DRIVEN,0,1,1,8,16
WH-00556,NEW_IDEA,SAAS,5809,137,18.59,42.45,61.97,62.22,694.0,,0,1,HIGH,HIGH,1,71,1,1,SLOW,BEGINNER,99.9,0,NORMAL,0,0,0,4,16
WH-00557,NEW_IDEA,SAAS,139767,2453,6.34,259.2,666.14,291.03,90.5,,0,0,HIGH,VERY_HIGH,1,1045,1,0,MEDIUM,INTERMEDIATE,99.99,1,EVENT_DRIVEN,0,0,0,32,64
WH-00558,NEW_IDEA,SAAS,1212120,6313,11.14,1172.11,1875.38,222.49,496.0,,0,0,HIGH,HIGH,1,1448,1,1,MEDIUM,ADVANCED,99.9,0,BUSINESS_HOURS,0,0,1,32,64
WH-00559,LIVE_URL,ECOMMERCE,251094,186,13.99,43.37,66.79,62.34,156.3,66.5,1,0,MEDIUM,HIGH,0,0,1,1,STABLE,INTERMEDIATE,99.9,0,NORMAL,0,0,0,4,8
WH-00560,LIVE_URL,MARKETPLACE,176309,3456,13.7,789.12,1964.91,451.48,125.7,65.6,1,0,HIGH,HIGH,0,0,1,0,STABLE,ADVANCED,99.5,0,EVENT_DRIVEN,0,1,0,32,64
WH-00561,PLANNED,SAAS,138802,2003,15.87,529.79,1398.65,130.51,154.1,,0,0,HIGH,HIGH,0,0,1,0,MEDIUM,ADVANCED,99.99,1,EVENT_DRIVEN,0,0,1,32,64
WH-00562,LIVE_URL,SAAS,34148,396,19.74,130.28,194.12,45.3,17.8,71.5,1,0,MEDIUM,HIGH,0,0,1,0,RAPID,BEGINNER,99.99,1,NORMAL,0,0,0,8,16
WH-00563,NEW_IDEA,BLOG,11156,54,1.65,1.48,3.13,11.62,18.2,,0,1,LOW,LOW,0,0,0,0,RAPID,BEGINNER,99.9,0,EVENT_DRIVEN,0,0,0,1,4
WH-00564,PLANNED,SAAS,1779039,6603,14.93,1643.05,4419.8,570.35,34.7,,0,1,HIGH,HIGH,1,2990,1,0,STABLE,BEGINNER,99.99,1,EVENT_DRIVEN,0,0,1,32,64
WH-00565,NEW_IDEA,SAAS,62313,272,12.26,55.58,90.59,17.86,54.0,,0,1,HIGH,HIGH,0,0,1,0,MEDIUM,BEGINNER,99.9,0,EVENING,0,0,0,4,8
WH-00566,LIVE_URL,MARKETPLACE,71275,1306,9.91,215.71,429.26,67.68,11.8,63.8,1,1,MEDIUM,MEDIUM,0,0,1,0,MEDIUM,INTERMEDIATE,99.95,1,BUSINESS_HOURS,0,0,0,16,32
WH-00567,PLANNED,ECOMMERCE,47724,284,14.17,67.07,137.5,9.68,24.3,,0,0,HIGH,HIGH,0,0,0,0,STABLE,INTERMEDIATE,99.9,0,WEEKEND,0,0,1,8,16
WH-00568,PLANNED,CORPORATE,10359,16,3.1,0.83,1.12,12.34,22.1,,0,0,LOW,LOW,0,0,0,0,MEDIUM,ADVANCED,99.9,0,BUSINESS_HOURS,0,0,0,2,4
WH-00569,PLANNED,INTERNAL_BUSINESS,385,3,4.76,0.24,0.28,22.02,127.1,,0,1,MEDIUM,MEDIUM,0,0,0,0,SLOW,BEGINNER,99.9,0,NORMAL,0,0,1,2,4
WH-00570,LIVE_URL,EDUCATION,116830,15,11.88,2.97,3.89,21.28,15.0,73.0,1,1,MEDIUM,MEDIUM,0,0,0,0,MEDIUM,ADVANCED,99.9,0,BUSINESS_HOURS,0,0,0,2,8
WH-00571,PLANNED,API_SERVICE,1110039,6288,8.8,922.24,2978.84,241.32,47.8,,0,1,MEDIUM,VERY_HIGH,1,5297,0,0,RAPID,ADVANCED,99.9,0,SEASONAL,0,1,0,32,64
WH-00572,LIVE_URL,MARKETPLACE,1033511,5272,14.55,1278.46,3707.53,384.84,102.7,67.8,1,0,HIGH,MEDIUM,0,0,0,0,SLOW,ADVANCED,99.95,1,SEASONAL,0,0,0,32,64
WH-00573,LIVE_URL,NEWS,908570,573,5.23,49.95,99.89,47.65,14.6,,0,0,MEDIUM,LOW,0,0,0,0,RAPID,INTERMEDIATE,99.5,0,BUSINESS_HOURS,0,0,0,2,8
WH-00574,NEW_IDEA,MARKETPLACE,279753,4094,18.96,1293.7,2742.65,292.25,71.1,,0,1,HIGH,HIGH,1,3105,1,0,RAPID,ADVANCED,99.9,0,EVENT_DRIVEN,0,1,1,32,64
WH-00575,LIVE_URL,NEWS,238091,2430,4.43,179.41,296.03,65.17,93.5,77.0,1,0,MEDIUM,LOW,0,0,0,0,MEDIUM,BEGINNER,99.5,0,EVENING,0,0,0,8,16
WH-00576,PLANNED,NEWS,22623,100,8.18,13.63,25.22,18.25,17.7,,0,0,MEDIUM,MEDIUM,0,0,0,0,SLOW,INTERMEDIATE,99.9,0,EVENING,0,0,0,1,4
WH-00577,NEW_IDEA,SAAS,50065,318,23.7,125.61,183.39,67.88,146.9,,0,0,HIGH,HIGH,0,0,1,0,SLOW,BEGINNER,99.95,1,NORMAL,0,0,1,16,32
WH-00578,NEW_IDEA,SAAS,186581,105,10.05,17.59,47.66,36.36,62.6,,0,1,HIGH,HIGH,0,0,1,0,SLOW,INTERMEDIATE,99.95,1,EVENT_DRIVEN,0,0,0,4,8
WH-00579,LIVE_URL,CORPORATE,10159,9,5.66,0.85,1.94,39.17,10.0,81.4,1,0,LOW,LOW,0,0,0,0,SLOW,INTERMEDIATE,99.5,0,EVENT_DRIVEN,0,0,1,2,4
WH-00580,NEW_IDEA,ECOMMERCE,137885,656,17.37,189.91,248.78,210.6,53.9,,0,1,VERY_HIGH,HIGH,0,0,0,0,RAPID,BEGINNER,99.95,1,NORMAL,0,0,0,16,32
WH-00581,LIVE_URL,ECOMMERCE,538025,416,17.23,119.46,156.49,51.96,238.8,51.3,1,1,VERY_HIGH,HIGH,0,0,1,1,MEDIUM,BEGINNER,99.9,0,NORMAL,0,0,0,16,32
WH-00582,PLANNED,CORPORATE,4776,54,4.46,4.01,11.48,41.7,78.5,,0,0,LOW,LOW,0,0,0,0,SLOW,ADVANCED,99.95,1,EVENT_DRIVEN,0,0,0,2,4
WH-00583,LIVE_URL,API_SERVICE,250192,1571,31.77,831.84,1306.0,146.34,78.7,61.9,1,0,MEDIUM,VERY_HIGH,1,813,0,0,RAPID,ADVANCED,99.99,1,BUSINESS_HOURS,0,0,0,32,64
WH-00584,LIVE_URL,EDUCATION,416914,1530,7.74,197.37,357.24,57.5,65.5,60.8,1,1,MEDIUM,MEDIUM,0,0,0,1,MEDIUM,ADVANCED,99.9,0,WEEKEND,0,0,0,16,32
WH-00585,NEW_IDEA,SAAS,858459,1972,20.77,682.64,914.74,149.14,21.4,,0,0,HIGH,HIGH,1,440,1,0,MEDIUM,INTERMEDIATE,BASIC,0,NORMAL,0,1,0,32,64
WH-00586,PLANNED,SAAS,8681,26,8.77,3.8,5.7,45.85,416.8,,0,1,VERY_HIGH,HIGH,0,0,0,0,MEDIUM,ADVANCED,99.95,1,BUSINESS_HOURS,0,0,1,2,16
WH-00587,NEW_IDEA,ECOMMERCE,135829,178,9.14,27.12,39.05,26.68,127.1,,0,0,HIGH,MEDIUM,0,0,0,0,RAPID,BEGINNER,99.99,1,EVENING,0,1,1,4,8
WH-00588,NEW_IDEA,SAAS,908869,45,14.32,10.74,18.69,15.58,151.7,,0,0,VERY_HIGH,HIGH,0,0,1,0,RAPID,INTERMEDIATE,99.9,0,BUSINESS_HOURS,0,0,0,1,16
WH-00589,NEW_IDEA,CORPORATE,7487,20,2.5,0.83,1.62,10.6,32.0,,0,0,LOW,LOW,0,0,1,0,SLOW,ADVANCED,99.5,0,BUSINESS_HOURS,0,0,0,1,4
WH-00590,NEW_IDEA,SAAS,169619,32,6.15,3.28,11.09,27.1,40.4,,0,0,HIGH,HIGH,1,12,0,0,SLOW,INTERMEDIATE,99.9,0,SEASONAL,0,0,1,2,8
WH-00591,LIVE_URL,ECOMMERCE,46262,32,12.11,6.46,9.95,45.58,81.7,44.3,1,1,MEDIUM,HIGH,0,0,0,0,STABLE,BEGINNER,99.5,0,NORMAL,0,0,0,1,4
WH-00592,LIVE_URL,API_SERVICE,1012499,3559,29.71,1762.3,2220.5,240.08,47.2,,0,0,LOW,VERY_HIGH,0,0,0,0,MEDIUM,ADVANCED,99.9,0,NORMAL,1,0,0,32,32
WH-00593,LIVE_URL,MARKETPLACE,1177300,4402,19.41,1424.05,2022.15,318.47,46.0,67.8,1,1,HIGH,HIGH,0,0,0,0,RAPID,INTERMEDIATE,99.9,0,NORMAL,0,1,1,32,64
WH-00594,NEW_IDEA,EDUCATION,4886,131,4.87,10.63,21.05,37.24,252.8,,0,1,MEDIUM,HIGH,0,0,0,1,SLOW,INTERMEDIATE,99.5,0,EVENING,0,0,0,2,8
WH-00595,PLANNED,SAAS,567325,3992,13.08,870.26,1270.57,313.36,37.1,,0,0,HIGH,HIGH,0,0,1,0,SLOW,ADVANCED,99.95,1,EVENING,0,1,0,32,64
WH-00596,NEW_IDEA,PORTFOLIO,661,6,3.0,0.3,0.38,13.75,11.1,,0,1,LOW,LOW,0,0,0,0,SLOW,INTERMEDIATE,99.99,1,NORMAL,0,0,0,2,4
WH-00597,PLANNED,NEWS,103748,130,5.03,10.9,34.55,54.67,69.4,,0,0,MEDIUM,LOW,0,0,0,1,SLOW,INTERMEDIATE,99.99,1,SEASONAL,0,0,0,2,8
WH-00598,NEW_IDEA,MARKETPLACE,38209,493,14.76,121.28,365.05,49.93,131.8,,0,0,MEDIUM,MEDIUM,0,0,1,1,MEDIUM,ADVANCED,99.95,1,SEASONAL,0,0,1,16,32
WH-00599,PLANNED,MARKETPLACE,387206,4064,19.89,1347.22,4526.65,1400.84,97.7,,0,0,HIGH,VERY_HIGH,0,0,1,0,SLOW,INTERMEDIATE,BASIC,0,EVENT_DRIVEN,1,0,0,32,64
WH-00600,LIVE_URL,API_SERVICE,99196,211,20.32,71.46,141.49,74.79,51.2,76.8,1,0,MEDIUM,HIGH,0,0,1,0,MEDIUM,ADVANCED,99.95,1,BUSINESS_HOURS,0,0,1,8,16
WH-00601,LIVE_URL,ECOMMERCE,15361,298,6.89,34.22,80.42,43.73,19.7,62.0,1,0,HIGH,HIGH,0,0,0,0,MEDIUM,INTERMEDIATE,99.9,0,EVENT_DRIVEN,0,0,0,4,8
WH-00602,PLANNED,ECOMMERCE,12516,175,5.29,15.43,51.22,19.81,89.0,,0,1,HIGH,VERY_HIGH,0,0,0,0,RAPID,INTERMEDIATE,99.95,1,SEASONAL,0,0,0,4,8
WH-00603,NEW_IDEA,SAAS,102480,278,19.69,91.23,122.25,55.08,32.1,,0,1,MEDIUM,HIGH,0,0,0,0,SLOW,INTERMEDIATE,99.9,0,NORMAL,0,0,0,8,16
WH-00604,PLANNED,NEWS,1921015,2007,6.8,227.46,388.96,43.2,74.0,,0,1,MEDIUM,LOW,0,0,0,0,SLOW,INTERMEDIATE,BASIC,0,EVENING,0,0,1,8,16
WH-00605,NEW_IDEA,SAAS,310862,3538,8.57,505.34,1409.91,188.68,253.2,,0,0,VERY_HIGH,HIGH,1,2372,1,0,MEDIUM,ADVANCED,99.5,0,SEASONAL,0,1,1,32,64
WH-00606,PLANNED,CORPORATE,116237,12,2.85,0.57,0.8,25.33,55.6,,0,1,LOW,LOW,0,0,0,0,SLOW,INTERMEDIATE,99.9,0,NORMAL,0,0,1,2,4
WH-00607,PLANNED,PORTFOLIO,2956,13,2.73,0.59,1.06,8.0,13.2,,0,0,LOW,LOW,0,0,0,0,MEDIUM,BEGINNER,99.95,1,BUSINESS_HOURS,0,0,0,2,4
WH-00608,PLANNED,ECOMMERCE,85383,217,7.85,28.39,95.68,39.37,24.9,,0,0,HIGH,HIGH,0,0,1,0,MEDIUM,INTERMEDIATE,99.9,0,EVENT_DRIVEN,0,0,1,4,8
WH-00609,LIVE_URL,NEWS,72227,402,6.58,44.09,53.78,34.59,14.0,84.1,1,1,MEDIUM,MEDIUM,0,0,0,0,RAPID,BEGINNER,99.5,0,NORMAL,0,0,0,2,4
WH-00610,PLANNED,NEWS,187785,61,3.12,3.17,6.31,34.58,68.6,,0,1,MEDIUM,LOW,0,0,0,1,STABLE,ADVANCED,99.5,0,EVENING,0,0,1,1,4
WH-00611,PLANNED,SAAS,71195,110,22.22,40.74,55.4,31.71,164.3,,0,0,HIGH,HIGH,1,32,0,0,SLOW,INTERMEDIATE,99.9,0,EVENING,0,0,0,4,8
WH-00612,LIVE_URL,COMMUNITY,36203,608,9.65,97.79,338.34,63.99,235.6,89.8,1,0,MEDIUM,HIGH,0,0,0,1,STABLE,INTERMEDIATE,99.95,1,EVENT_DRIVEN,0,0,0,16,32
WH-00613,LIVE_URL,EDUCATION,14318,165,5.39,14.82,57.81,25.08,40.6,86.7,1,0,MEDIUM,MEDIUM,0,0,0,0,STABLE,INTERMEDIATE,99.9,0,EVENT_DRIVEN,0,0,0,2,8
WH-00614,PLANNED,SAAS,1638467,4109,21.11,1445.68,2081.78,274.32,144.0,,0,1,VERY_HIGH,HIGH,1,924,0,0,MEDIUM,INTERMEDIATE,99.95,1,EVENING,1,0,1,32,64
WH-00615,PLANNED,SAAS,1228680,958,14.48,231.2,443.9,170.89,108.0,,0,0,HIGH,HIGH,0,0,1,0,MEDIUM,INTERMEDIATE,99.9,0,BUSINESS_HOURS,0,0,1,32,64
